date,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,r_and_d,marketing,employee_count
2013-10-17,110604,42450,25001,5343,43153,37810,2950,7256,27604,1066387198,170746,100404,70342,92036,36389,5432,26828,11673,31222,1481,6078,6254
2013-10-18,110117,59443,41065,5093,9609,4516,1731,592,2193,1066389391,120649,64936,55713,61189,26752,8267,23426,13516,28455,4906,6430,6210
2013-10-19,71339,25833,19020,1872,26486,24614,1406,5176,18032,1066407423,69894,32935,36959,36294,19471,1762,21396,5314,18830,2444,4514,6384
2013-10-20,90526,33029,15857,4444,41640,37196,1094,8735,27367,1066434790,103372,42252,61120,46373,26213,3259,21159,9847,26205,1717,1724,6237
2013-10-21,72287,39225,14203,2916,18859,15943,1963,2717,11263,1066446053,88603,55756,32847,43655,17101,3442,18572,7174,18416,1269,3025,6211
2013-10-22,114116,49758,26860,6768,37498,30730,2120,5390,23220,1066469273,129576,57217,72359,75083,40699,3717,23609,11081,25260,2909,4660,6122
2013-10-23,59901,24523,23614,2929,11764,8835,1174,1523,6138,1066475411,70736,45557,25179,28918,12466,2584,17780,5879,20109,2089,5349,6060
2013-10-24,41827,15370,25994,2071,463,-1608,240,0,-1848,1066473563,63863,41479,22384,28135,11266,1868,10932,2448,16481,3023,6379,6084
2013-10-25,47166,20812,35325,2655,-8971,-11626,1358,0,-12984,1066460579,42453,27300,15153,23869,8367,3097,8351,4526,11610,3845,6867,6529
2013-10-26,69892,29858,28839,2129,11195,9066,880,1721,6465,1066467044,88334,51870,36464,36624,20615,1631,12513,7315,21037,3914,3909,6008
2013-10-27,56872,21534,28334,2045,7004,4959,1619,876,2464,1066469508,73294,40315,32979,34539,19390,2486,16658,3558,11082,4139,2842,6007
2013-10-28,47915,21805,27635,1724,-1525,-3249,1237,0,-4486,1066465022,70918,32666,38252,42448,21657,1460,9247,6164,19104,2099,4877,6156
2013-10-29,53162,26371,16696,2887,10095,7208,1234,1232,4742,1066469764,57191,36979,20212,30869,8794,2247,13174,6827,10440,1277,2989,5797
2013-10-30,49715,23044,17046,2256,9625,7369,858,1704,4807,1066474571,75849,52042,23807,41579,10286,2131,7784,5023,11689,1586,2460,6232
2013-10-31,107614,49568,25720,5349,32326,26977,1707,6835,18435,1066493006,151218,66404,84814,72583,45685,7433,21759,9665,26242,2676,3738,6333
2013-11-01,51443,18430,34452,2924,-1439,-4363,865,0,-5228,1066487778,71261,36482,34779,29304,14084,1807,14648,4381,22781,4193,5238,6444
2013-11-02,99983,41530,21736,5337,36717,31380,1752,5850,23778,1066511556,143248,93343,49905,74493,21662,4814,28113,9265,19822,2766,2572,6213
2013-11-03,41537,21963,25274,1678,-5700,-7378,466,0,-7844,1066503712,56872,35420,21452,28131,10100,1872,11947,4427,13464,2878,2886,6296
2013-11-04,95133,47386,20141,4969,27606,22637,1000,5449,16188,1066519900,125732,86068,39664,70523,23469,3660,26572,12326,28675,2014,4394,6297
2013-11-05,111165,44749,28863,2931,37553,34622,1318,9182,24122,1066544022,134888,69942,64946,59263,38051,3338,24096,9083,29220,2927,6746,6246
2013-11-06,108598,53092,36792,3918,18714,14796,2537,2715,9544,1066553566,148965,84313,64652,80191,36125,5200,24104,12533,31122,4819,8481,6379
2013-11-07,112703,56135,18228,2746,38340,35594,1588,6168,27838,1066581404,177307,90603,86704,80442,50186,3553,24695,8717,46220,1035,2497,6388
2013-11-08,72462,26081,11651,3708,34730,31022,421,6794,23807,1066605211,99585,67488,32097,51634,14749,2886,13858,7022,12218,842,1465,6365
2013-11-09,61132,27722,29608,2993,3802,809,1634,0,-825,1066604386,85876,53011,32865,44640,15103,2336,11437,6154,15308,2209,5164,6372
2013-11-10,66363,30807,14654,3909,20902,16993,583,3904,12506,1066616892,63334,40065,23269,35679,13581,3144,16600,8518,12078,850,1867,6243
2013-11-11,82950,45402,31430,3373,6118,2745,1979,205,561,1066617453,130788,62139,68649,63633,32484,2505,21154,12835,29857,4427,6962,6322
2013-11-12,73521,34983,14950,2673,23588,20915,1795,3740,15380,1066632833,69912,48311,21601,27968,9785,3954,18135,8866,16637,1664,3711,6411
2013-11-13,107002,51783,27080,4125,28139,24014,1323,5193,17498,1066650331,134814,72790,62024,72569,36986,6223,27787,10029,45038,2688,3905,6467
2013-11-14,84675,38557,38319,3056,7799,4743,1944,505,2294,1066652625,78751,47351,31400,40145,17259,5697,17263,9405,24376,4931,6620,6239
2013-11-15,116610,57186,19296,3545,40128,36583,1993,7066,27524,1066680149,109078,48614,60464,64486,26436,6571,19300,10181,37755,2262,4784,6213
2013-11-16,75787,26941,18784,3275,30062,26787,2061,6658,18068,1066698217,96603,66747,29856,47203,15295,1503,18421,4433,13756,2210,2504,6285
2013-11-17,70874,29820,32916,2166,8138,5972,1410,1242,3320,1066701537,107530,50344,57186,60281,26570,3491,17676,8827,25566,2631,8192,6312
2013-11-18,146260,63506,30551,3608,52203,48595,1296,10625,36674,1066738211,164207,101063,63144,66746,33333,6473,43725,10105,45451,3786,4456,6314
2013-11-19,127380,53563,21185,6911,52632,45721,1481,11556,32684,1066770895,133069,74176,58893,77263,35307,5108,28025,11696,21421,2899,4967,6323
2013-11-20,85459,35252,24786,2980,25421,22441,459,5439,16543,1066787438,85661,58748,26913,39696,11782,3186,21139,9840,21192,1695,3279,6293
2013-11-21,77898,34789,39093,3491,4016,525,1820,0,-1295,1066786143,96825,44960,51865,56664,29202,4845,14984,10418,20607,4071,6340,6181
2013-11-22,108607,52185,12615,3912,43807,39895,2540,8103,29252,1066815395,157133,71602,85531,86197,40011,4545,18094,9808,54041,1767,2130,6461
2013-11-23,66772,32583,37204,2666,-3015,-5681,589,0,-6270,1066809125,102960,61710,41250,45889,19951,3142,19865,8278,25077,4646,6566,6345
2013-11-24,74852,30294,37625,3412,6933,3521,1248,631,1642,1066810767,87040,37328,49712,37326,22900,2183,13090,6658,24575,2929,4436,6310
2013-11-25,86893,46641,12960,2290,27292,25002,438,5676,18888,1066829655,110891,53446,57445,65611,32504,6155,25001,13018,35638,1558,3007,6238
2013-11-26,45954,16194,12862,2071,16898,14827,902,3435,10490,1066840145,56369,25327,31042,28754,18265,2420,13342,3207,21907,1539,2749,6271
2013-11-27,147460,75183,22934,3593,49343,45750,2842,8272,34636,1066874781,216250,108215,108035,128611,51509,9800,42684,12634,80704,2244,4943,6148
2013-11-28,71979,31799,35764,3687,4416,729,389,79,261,1066875042,98379,65374,33005,42693,16026,2220,15513,8767,10231,4792,6147,6439
2013-11-29,63289,27683,20119,2970,15487,12517,1173,2923,8421,1066883463,68729,37637,31092,38303,14763,2191,10546,4484,17386,2984,2114,6189
2013-11-30,62413,28923,18797,3093,14693,11600,481,2041,9078,1066892541,74702,30228,44474,32687,23451,2569,13337,7582,28842,1921,2672,6426
2013-12-01,95905,40908,33502,5467,21495,16028,1474,3187,11367,1066903908,108049,46699,61350,56354,34526,5492,23668,8983,28460,4391,3717,6463
2013-12-02,94157,35737,24247,3291,34173,30882,565,8324,21993,1066925901,131893,88676,43217,60765,23805,3357,16468,8517,22472,3093,5479,6744
2013-12-03,88394,48282,27138,2272,12974,10702,1751,1747,7204,1066933105,128220,76363,51857,64472,28276,4904,17089,7855,29970,3227,3876,6125
2013-12-04,107179,56641,19050,5733,31488,25755,1364,6255,18136,1066951241,157668,83488,74180,78786,41728,5108,27012,8897,33982,1090,2370,6477
2013-12-05,146360,63516,46632,8447,36212,27765,1412,5270,21083,1066972324,152626,75406,77220,77043,33771,4577,41402,15890,58507,3246,5589,6201
2013-12-06,63623,33896,28614,3284,1113,-2171,1583,0,-3754,1066968570,88093,41790,46303,37250,18901,5012,14340,7112,19330,3665,4706,6414
2013-12-07,55183,27544,28410,2187,-771,-2958,1574,0,-4532,1066964038,69283,41567,27716,30115,11500,2558,15034,4386,17579,2119,4530,6193
2013-12-08,53272,19115,29618,1105,4539,3434,1475,535,1424,1066965462,58373,37205,21168,33068,9312,2684,9361,3596,16756,4086,4136,6433
2013-12-09,49277,26650,22344,1132,283,-849,1074,0,-1923,1066963539,76719,51197,25522,45955,11689,1841,8312,5187,10884,2771,2345,6299
2013-12-10,93992,51431,14585,2207,27976,25769,2200,6082,17487,1066981026,112160,74519,37641,63543,19841,2754,17019,15071,11413,1543,3408,6444
2013-12-11,97028,42804,27996,2560,26228,23668,2066,5990,15612,1066996638,130469,79759,50710,53942,28264,3422,21952,11936,23518,2555,6776,6085
2013-12-12,100779,43587,27580,4200,29612,25412,2915,6133,16364,1067013002,131694,65145,66549,69458,31038,3377,29474,10282,50667,2579,6012,6679
2013-12-13,99985,51675,24254,3170,24056,20886,2118,3894,14874,1067027876,90282,52245,38037,47273,19972,3508,29277,12172,20996,2598,5987,6434
2013-12-14,130413,62827,22722,5768,44864,39096,2001,10076,27019,1067054895,192444,99234,93210,112618,53697,7761,25684,18604,61642,3140,4553,6496
2013-12-15,79504,41831,23243,1679,14430,12751,788,2183,9780,1067064675,117609,51698,65911,47688,38124,4020,22856,7269,31164,2709,5794,6011
2013-12-16,90149,39553,32887,3806,17709,13903,2124,2670,9109,1067073784,90080,59871,30209,44604,15076,5156,26634,10329,20002,3200,4486,6302
2013-12-17,238920,89170,29482,10535,120268,109733,1410,20207,88116,1067161900,366903,246674,120229,147620,61975,5090,60615,14267,56193,2778,5684,6536
2013-12-18,56015,22269,26351,1816,7395,5579,332,982,4265,1067166165,75441,48686,26755,44859,10938,1121,12795,4623,8696,2769,4990,6278
2013-12-19,78106,42887,39241,3338,-4022,-7360,697,0,-8057,1067158108,88764,52867,35897,47781,17719,3776,12925,8385,25500,3083,4292,6350
2013-12-20,172929,92883,21076,7469,58970,51501,3777,9126,38598,1067196706,169668,108745,60923,78704,36088,5045,30853,14291,18346,2225,2849,6450
2013-12-21,76396,38417,24913,1576,13066,11490,2146,1922,7422,1067204128,116826,75099,41727,52186,25016,3295,18784,11479,21944,2275,5832,6427
2013-12-22,120554,57303,17980,4301,45271,40970,608,10157,30205,1067234333,161034,105977,55057,96467,29248,3164,34792,15892,25309,2015,2390,6566
2013-12-23,180965,95751,16347,7185,68867,61682,5039,10855,45788,1067280121,247253,148420,98833,115486,46144,13785,29466,17243,47571,2157,3400,6196
2013-12-24,55379,28533,24174,2948,2672,-276,288,0,-564,1067279557,51504,32405,19099,26735,8384,3737,10600,7236,13791,2342,5683,6545
2013-12-25,57946,25656,29362,3413,2928,-485,1020,0,-1505,1067278052,71519,39222,32297,30873,17012,2002,15037,6411,14174,1951,3035,6118
2013-12-26,76544,33563,21486,4326,21495,17169,698,3358,13113,1067291165,77374,49381,27993,33135,14820,2421,16310,7939,20568,1088,3012,6339
2013-12-27,127917,49998,26664,4383,51255,46872,1538,11652,33682,1067324847,162495,84858,77637,85623,34493,7116,30004,9347,26997,2863,3923,6271
2013-12-28,118370,43711,42023,6107,32636,26529,1112,4773,20644,1067345491,137362,66505,70857,71873,31548,3434,28952,11323,49202,3130,10326,6185
2013-12-29,82171,32727,32961,2544,16483,13939,531,2917,10491,1067355982,112878,64826,48052,59752,24238,3112,20235,8097,34434,1691,6185,6146
2013-12-30,85124,32837,35962,1881,16325,14444,2077,2386,9981,1067365963,79062,39799,39263,33409,22702,1975,20777,6479,17211,4367,5432,6292
2013-12-31,77938,32800,18063,1650,27075,25425,546,4688,20191,1067386154,103885,71640,32245,59016,14634,2009,22296,7632,11783,1593,2574,6370
2014-01-01,88531,32396,27383,3198,28752,25554,1816,6552,17186,1067403340,99010,41013,57997,58849,23302,2491,24424,5267,40028,3709,6335,6149
2014-01-02,81058,43182,19809,4619,18067,13448,549,2341,10558,1067413898,78929,41525,37404,42756,19114,6263,16721,8597,18500,1509,4916,6153
2014-01-03,95568,34703,15386,3609,45479,41870,1861,11167,28842,1067442740,148959,100834,48125,76298,27017,4064,20807,10211,37934,1009,2418,6377
2014-01-04,67115,34140,28294,2071,4681,2610,642,426,1542,1067444282,65515,38894,26621,34396,12478,3839,17634,5992,11337,2407,6244,6551
2014-01-05,151162,54429,39890,5438,56843,51405,2000,8983,40422,1067484704,168408,109332,59076,79824,25353,5107,36774,10477,42382,2301,6774,6341
2014-01-06,67018,30930,23548,3441,12540,9099,1348,1606,6145,1067490849,87772,41729,46043,50218,27258,2766,10227,8768,35741,1679,3021,6352
2014-01-07,47243,21277,14905,2821,11061,8240,915,1321,6004,1067496853,71222,45730,25492,32255,13546,2010,8710,5638,18231,921,3046,6053
2014-01-08,44429,24228,25750,1549,-5549,-7098,880,0,-7978,1067488875,41513,24272,17241,17738,8887,2470,10959,4293,7228,2720,3383,6309
2014-01-09,42371,22668,21074,1720,-1371,-3091,916,0,-4007,1067484868,56651,35543,21108,24136,10406,3319,11204,3718,6381,2919,2405,6366
2014-01-10,163848,68314,31406,4061,64128,60067,4552,11763,43752,1067528620,255214,162195,93019,117128,55553,9340,27778,18784,38395,4264,6207,6515
2014-01-11,58673,28612,26533,1806,3528,1722,1482,54,186,1067528806,83855,41286,42569,48871,17292,1575,8801,6048,25511,1494,4862,6166
2014-01-12,52845,19694,24899,1648,8252,6604,1082,1129,4393,1067533199,72814,34580,38234,35468,15714,1034,11957,4098,18845,3572,4759,6439
2014-01-13,126545,49101,23099,5957,54345,48388,660,11472,36256,1067569455,154757,62059,92698,87396,51575,4404,19647,13974,34960,2314,5472,6359
2014-01-14,93741,36533,23699,5283,33509,28226,2166,5223,20837,1067590292,118317,59798,58519,61207,30804,4257,27222,6380,25670,3475,3639,6335
2014-01-15,65649,29650,19780,3474,16219,12745,1797,2738,8210,1067598502,96540,63969,32571,45250,14399,2220,16402,6131,11370,1712,3468,6444
2014-01-16,165353,60973,30852,5173,73528,68355,2797,14274,51284,1067649786,178315,88983,89332,105748,48833,8061,25301,16581,56297,4498,5968,6255
2014-01-17,182527,72718,46865,7064,62944,55880,4382,10774,40724,1067690510,220215,121966,98249,96887,51590,10027,52407,19686,62737,5927,8300,6340
2014-01-18,109576,45967,42645,6499,20964,14465,2799,2635,9031,1067699541,143091,61850,81241,62160,36207,4497,18885,11168,46531,4055,4417,6628
2014-01-19,63050,31613,21569,1400,9868,8468,1285,1846,5337,1067704878,83275,49777,33498,49854,15629,3180,15913,6586,18085,1452,3239,6540
2014-01-20,128296,47076,19495,5194,61725,56531,2036,13263,41232,1067746110,116647,68697,47950,64066,19309,3395,34904,9825,17267,1994,3106,6362
2014-01-21,70616,25333,34515,4197,10768,6571,1336,1298,3937,1067750047,93798,63191,30607,52281,12254,2632,16564,4029,22361,4442,5066,6273
2014-01-22,82280,40887,16320,3901,25073,21172,2214,3528,15430,1067765477,121442,78019,43423,69705,20275,4012,19795,7740,19647,2365,3549,6377
2014-01-23,123266,67018,23112,5135,33136,28001,1684,7033,19284,1067784761,162959,72089,90870,75720,46218,4370,34786,15685,67204,3369,3412,6531
2014-01-24,85040,30208,37453,3554,17379,13825,1573,2622,9630,1067794391,89586,47039,42547,36649,21289,3176,18587,4922,33146,5446,4482,6446
2014-01-25,87830,39405,26464,4975,21961,16986,754,3990,12242,1067806633,87558,53586,33972,47270,14924,3186,23634,10027,16223,3901,3354,6427
2014-01-26,78209,42576,23065,4579,12568,7989,1434,1662,4893,1067811526,100438,49566,50872,51257,24548,5639,16472,8319,26958,1617,2629,6238
2014-01-27,73506,40165,18152,4301,15189,10888,2203,1810,6875,1067818401,101851,70407,31444,47867,18527,5195,13473,7453,12260,1625,4326,6201
2014-01-28,86284,35945,20027,4600,30312,25712,1658,5563,18491,1067836892,98146,64788,33358,52338,18579,1868,15738,10407,22069,1387,4326,6304
2014-01-29,136676,57862,30789,7740,48025,40285,2489,9831,27965,1067864857,217147,123908,93239,100832,43311,3686,37800,17083,64444,2060,4107,6306
2014-01-30,121611,50113,24808,5563,46690,41127,2291,9314,29522,1067894379,139563,92156,47407,83476,26632,2823,20428,9241,14407,2985,3978,6300
2014-01-31,86784,41295,21349,2829,24140,21311,2134,4264,14913,1067909292,138379,81043,57336,74914,34216,5082,13194,6680,18168,1745,4466,6302
2014-02-01,55977,25968,23553,2805,6456,3651,943,730,1978,1067911270,55888,35147,20741,25404,9485,1902,14540,5402,11217,2479,5541,6401
2014-02-02,163533,80154,24791,5427,58588,53161,4068,11628,37465,1067948735,201657,135659,65998,120921,36876,9033,36610,21150,27145,1971,3673,6517
2014-02-03,83976,36420,26376,2484,21180,18696,1786,4652,12258,1067960993,90002,50112,39890,38157,19805,4097,15129,9610,18341,2493,3505,6288
2014-02-04,58587,22273,21187,2505,15127,12622,1630,2774,8218,1067969211,90543,62422,28121,43598,14851,1561,9749,5165,16271,1919,4344,6350
2014-02-05,73929,26209,25079,3657,22641,18984,1152,4488,13344,1067982555,82875,41946,40929,38705,23244,2302,15611,5058,18944,2398,3677,6412
2014-02-06,60045,24948,28793,3179,6304,3125,731,654,1740,1067984295,95416,63022,32394,46344,14884,3274,9644,5616,20713,3220,4981,6384
2014-02-07,83216,39366,37211,3849,6639,2790,2021,206,563,1067984858,98390,52010,46380,52304,27022,2438,13305,9595,23655,2374,6474,6295
2014-02-08,89803,33043,17808,2410,38952,36542,2183,7239,27120,1068011978,103400,62505,40895,43763,23280,3915,18172,7753,15741,2022,2088,6356
2014-02-09,92462,41162,33058,2895,18242,15347,2479,3510,9358,1068021336,85591,37685,47906,36846,24958,2690,18822,8837,17205,3219,6615,6246
2014-02-10,142778,69374,30925,7780,42479,34699,4112,7753,22834,1068044170,146513,76452,70061,81671,41121,9875,42260,11709,34403,2704,5618,6337
2014-02-11,96306,36161,28778,2258,31367,29109,1712,6598,20799,1068064969,152624,95258,57366,87453,26545,3503,23879,6297,38485,1789,3040,6539
2014-02-12,79040,37498,34106,1866,7436,5570,939,856,3775,1068068744,98631,39995,58636,51397,33159,4625,12456,6828,20337,2958,4204,6320
2014-02-13,103858,49680,20606,2193,33572,31379,2491,5547,23341,1068092085,96455,39883,56572,49265,23581,6564,26371,9147,21767,2016,3514,6528
2014-02-14,66527,33802,29732,2673,2993,320,424,0,-104,1068091981,100974,68498,32476,45072,19342,1966,16907,7153,23847,1791,4958,6315
2014-02-15,123745,51293,32427,6073,40025,33952,1166,7898,24888,1068116869,191938,121573,70365,80928,38130,6823,22413,14747,49118,2823,4816,6260
2014-02-16,131520,46570,21624,5461,63326,57865,3141,10507,44217,1068161086,192383,120883,71500,107432,32504,6159,34741,7707,56655,1494,4924,6248
2014-02-17,93263,38782,10657,4818,43824,39006,1882,8945,28179,1068189265,137456,62814,74642,81955,41289,4169,14982,8783,33021,989,2483,6418
2014-02-18,197472,74813,25255,4600,97404,92804,5145,17833,69826,1068259091,185154,105930,79224,108240,32221,10070,31794,22397,30732,1798,5027,6332
2014-02-19,83749,30967,27947,3767,24835,21068,2283,4195,14590,1068273681,131619,78765,52854,76353,21557,2239,14857,8686,38383,4051,6278,6529
2014-02-20,60687,22325,33453,1840,4909,3069,1407,350,1312,1068274993,83572,43055,40517,48757,21185,3108,11892,6409,31244,3436,6541,6263
2014-02-21,117892,61343,21517,6549,35032,28483,3289,6163,19031,1068294024,113240,71791,41449,60770,21290,3258,22845,18210,20245,1580,2317,6580
2014-02-22,88300,46436,20026,3068,21838,18770,1109,3745,13916,1068307940,129153,71863,57290,75799,25229,6464,14505,12755,24378,2894,3280,6401
2014-02-23,56137,21585,17848,1826,16704,14878,1249,3291,10338,1068318278,78404,54224,24180,31689,10562,2727,14418,4935,15580,2171,3581,6374
2014-02-24,102308,55678,35927,5758,10703,4945,2052,534,2359,1068320637,147532,79305,68227,73419,40548,3149,27162,14450,46709,2277,8026,6252
2014-02-25,67383,34058,17074,2369,16251,13882,1229,2902,9751,1068330388,101227,56738,44489,40551,23786,4514,11215,5868,18413,1930,3465,6295
2014-02-26,51104,27408,13050,1908,10646,8738,964,1425,6349,1068336737,55918,27237,28681,30160,15097,3759,13640,6311,18283,1693,2317,6333
2014-02-27,105120,56629,31975,3534,16516,12982,1202,2441,9339,1068346076,138101,59312,78789,63979,34715,3388,28221,9471,30033,3833,4874,6552
2014-02-28,88884,47682,19436,2630,21766,19136,615,3434,15087,1068361163,88455,59689,28766,44281,12972,5120,16059,8059,17836,1028,2619,6140
2014-03-01,85209,43424,20995,2574,20790,18216,1420,3471,13325,1068374488,86116,57413,28703,39023,13935,3580,21118,9515,19452,1333,4722,6513
